NM_MUNICIP,CD_GEOCMU,latitude,longitude,COD_TSE
BOM SUCESSO,4103206,-23.71309034625564,-51.82456265329606,86363
BOM SUCESSO DO SUL,4103222,-26.086295423879967,-52.83842262895276,88625
BORRAZÓPOLIS,4103305,-23.93901921372917,-51.59185513503429,85375
BRAGANEY,4103354,-24.80105654978021,-53.09046671353789,86380
BRASILÂNDIA DO SUL,4103370,-24.165995879903768,-53.54166625817092,86401
CAFEARA,4103404,-22.81318762979436,-51.71113950174536,85359
CAFELÂNDIA,4103453,-24.69184636714397,-53.36365049564057,85391
CAFEZAL DO SUL,4103479,-23.939624956893038,-53.561703506975405,88420
CALIFÓRNIA,4103503,-23.668386006160606,-51.333430940979994,85413
CAMBARÁ,4103602,-22.99703372735453,-50.082524870787324,86428
CAMBÉ,4103701,-23.179465501708414,-51.28434739135909,85430
CAMBIRA,4103800,-23.63052925066433,-51.56775820225204,89044
CAMPINA DA LAGOA,4103909,-24.61659871845793,-52.78837984807969,89060
CAMPINA DO SIMÃO,4103958,-25.130485398242932,-51.78227177245469,88161
CAMPINA GRANDE DO SUL,4104006,-25.18686188083627,-48.84480294873497,85456
CAMPO BONITO,4104055,-24.93217933895169,-53.01434837297244,98230
CAMPO DO TENENTE,4104105,-25.97815871238593,-49.65641387247721,86444
CAMPO LARGO,4104204,-25.29214578222805,-49.618955163810796,85472
CAMPO MAGRO,4104253,-25.289681078592515,-49.462936604056644,84921
CAMPO MOURÃO,4104303,-24.103543489621096,-52.38006167500002,85499
CÂNDIDO DE ABREU,4104402,-24.64536140754593,-51.25338105796926,89087
CANDÓI,4104428,-25.52441356075633,-52.021222464884424,85510
CANTAGALO,4104451,-25.28803096539542,-52.131296567102396,85065
CAPANEMA,4104501,-25.61118401299889,-53.76353257746559,85537
CAPITÃO LEÔNIDAS MARQUES,4104600,-25.470111113316136,-53.592386494307384,85553
CARAMBEÍ,4104659,-24.89340192462841,-50.151173688911655,85570
CARLÓPOLIS,4104709,-23.46002001590044,-49.713524933097716,85596
CASCAVEL,4104808,-25.02924617644711,-53.38006547126962,85618
CASTRO,4104907,-24.799513927139092,-49.84169556375758,85634
CATANDUVAS,4105003,-25.24158096171608,-53.15539973116187,85650
CENTENÁRIO DO SUL,4105102,-22.80535614906919,-51.560529409039404,85677
CERRO AZUL,4105201,-24.87539352213812,-49.27986976875846,85693
CÉU AZUL,4105300,-25.246515834481915,-53.76194688546424,85960
CHOPINZINHO,4105409,-25.81206371414873,-52.450967216855965,85715
CIANORTE,4105508,-23.72768967080293,-52.627181814937295,86460
CIDADE GAÚCHA,4105607,-23.382479903753328,-52.95856555994255,85731
CLEVELÂNDIA,4105706,-26.34496256899085,-52.357814969375,85758
COLOMBO,4105805,-25.30618000718779,-49.188573275150674,85774
COLORADO,4105904,-22.836693700916708,-51.97228099637029,85790
CONGONHINHAS,4106001,-23.60588265265061,-50.50372138252858,85200
CONSELHEIRO MAIRINCK,4106100,-23.597374033464394,-50.13013116055528,85812
CONTENDA,4106209,-25.719369447317682,-49.52627046479096,85839
CORBÉLIA,4106308,-24.742289183841468,-53.23703652210392,86487
CORNÉLIO PROCÓPIO,4106407,-23.225769355198153,-50.623222315898026,85855
CORONEL DOMINGOS SOARES,4106456,-26.182411231400533,-51.9249529830581,85871
CORONEL VIVIDA,4106506,-25.992286940207077,-52.564493164347,85898
CORUMBATAÍ DO SUL,4106555,-24.123597491314605,-52.14206414915896,89109
CRUZEIRO DO IGUAÇU,4106571,-25.595423269043945,-53.12989025388453,89125
CRUZEIRO DO OESTE,4106605,-23.758715281740088,-53.083367487441215,89150
CRUZEIRO DO SUL,4106704,-22.987740419669976,-52.162360506267355,89141
CRUZ MACHADO,4106803,-25.922456579154638,-51.23185665487101,89737
CRUZMALTINA,4106852,-24.019671113009434,-51.47553756859461,84891
CURITIBA,4106902,-25.47763262476265,-49.28827947155733,86509
CURIÚVA,4107009,-24.013058854562203,-50.46504009075782,88200
DIAMANTE DO NORTE,4107108,-22.63510420858745,-52.89262921211772,88340
DIAMANTE DO SUL,4107124,-24.99057166994237,-52.70433874266879,85910
DIAMANTE D'OESTE,4107157,-24.954457629063736,-54.10032196706113,85936
DOIS VIZINHOS,4107207,-25.75019712429977,-53.07519835153728,86525
DOURADINA,4107256,-23.34749852581429,-53.28979864612237,85952
DOUTOR CAMARGO,4107306,-23.560855633082145,-52.21514123735841,85880
ENÉAS MARQUES,4107405,-25.906438033979963,-53.15372658105073,85979
ENGENHEIRO BELTRÃO,4107504,-23.759588604943804,-52.269542087860096,85995
ESPERANÇA NOVA,4107520,-23.714246346837392,-53.79850720103138,86541
ENTRE RIOS DO OESTE,4107538,-24.712811985556804,-54.22277852723978,88641
ESPIGÃO ALTO DO IGUAÇU,4107546,-25.351935756684398,-52.78679896278472,86088
FAROL,4107553,-24.12361608794064,-52.62883140732114,85227
FAXINAL,4107603,-24.00365138977085,-51.28521612772956,85944
FAZENDA RIO GRANDE,4107652,-25.67631144828549,-49.297713377625676,86010
FÊNIX,4107702,-23.901203910031697,-52.02971545664254,86037
FERNANDES PINHEIRO,4107736,-25.51642826550973,-50.510317232019965,86932
FIGUEIRA,4107751,-23.87661080417942,-50.43057342299729,86568
FLORAÍ,4107801,-23.332714599559132,-52.34816718387696,86053
FLOR DA SERRA DO SUL,4107850,-26.23842229859393,-53.2865480542503,88846
FLORESTA,4107900,-23.607358393419837,-52.089716173925716,88269
FLORESTÓPOLIS,4108007,-22.89293467765264,-51.40249811127435,85804
FLÓRIDA,4108106,-23.105741821473245,-51.956296572968604,86070
FORMOSA DO OESTE,4108205,-24.292795735094558,-53.33189988082576,86584
FOZ DO IGUAÇU,4108304,-25.46574990475423,-54.48319621345554,86096
FRANCISCO ALVES,4108320,-24.09475194245623,-53.87212850404822,86118
FRANCISCO BELTRÃO,4108403,-26.047667141060852,-53.13228453101714,86134
FOZ DO JORDÃO,4108452,-25.69970284714965,-52.09113552476872,89168
GENERAL CARNEIRO,4108502,-26.47286100389556,-51.391991476024245,86606
GODOY MOREIRA,4108551,-24.160044191313162,-51.907493089306925,86622
GOIOERÊ,4108601,-24.172327898459983,-53.05237487896843,86150
GOIOXIM,4108650,-25.130114350108233,-51.99484341257014,89184
GRANDES RIOS,4108700,-24.19080595586282,-51.44756198327629,89770
GUAÍRA,4108809,-24.19087369014522,-54.23065077542846,86649
GUAIRAÇÁ,4108908,-22.922804264640824,-52.740136058388394,86177
GUAMIRANGA,4108957,-25.170644617508092,-50.839618124640744,85464
GUAPIRAMA,4109005,-23.468144887692194,-50.077069319524405,88528
GUAPOREMA,4109104,-23.3251533210784,-52.82630675506103,86193
GUARACI,4109203,-22.95657744462825,-51.67882908436191,89206
GUARANIAÇU,4109302,-25.05444991836273,-52.86278004858298,86215
GUARAPUAVA,4109401,-25.371961453435386,-51.489596475849936,86231
GUARAQUEÇABA,4109500,-25.23458557140611,-48.36729955205638,86665
GUARATUBA,4109609,-25.817646263359517,-48.76879015048751,85049
HONÓRIO SERPA,4109658,-26.162634372886128,-52.37224082377242,88188
IBAITI,4109708,-23.778295024397803,-50.287468006133366,86258
IBEMA,4109757,-25.152067141220204,-53.02384831223381,86681
IBIPORÃ,4109807,-23.23642137552187,-51.03797442453864,84824
ICARAÍMA,4109906,-23.37362741553136,-53.58562741448416,86274
IGUARAÇU,4110003,-23.226686289440288,-51.84639351928221,86290
IGUATU,4110052,-24.68823351843075,-53.08657054473865,88463
IMBAÚ,4110078,-24.438453709868497,-50.74193752695864,86312
IMBITUVA,4110102,-25.225806807901712,-50.65545400718874,84883
INÁCIO MARTINS,4110201,-25.63469873526649,-51.19743465972534,88307
INAJÁ,4110300,-22.7187043536544,-52.22558767616865,86240
INDIANÓPOLIS,4110409,-23.487007068114853,-52.673032238418074,86339
IPIRANGA,4110508,-24.988331601984378,-50.58569033706425,86355
IPORÃ,4110607,-24.045161303667232,-53.71996768972233,86703
IRACEMA DO OESTE,4110656,-24.43881904834259,-53.35197930451722,85928
IRATI,4110706,-25.488546496210688,-50.82507046275878,85103
IRETAMA,4110805,-24.352212422009703,-52.11111628914428,85081
ITAGUAJÉ,4110904,-22.65698780116601,-51.96837798976245,86371
ITAIPULÂNDIA,4110953,-25.15596621849018,-54.358143873632706,85022
ITAMBARACÁ,4111001,-22.98253456951189,-50.41401714417729,86410
ITAMBÉ,4111100,-23.706106037851683,-52.00815011842474,86436
ITAPEJARA D'OESTE,4111209,-25.986069298391147,-52.82399138838297,86452
ITAPERUÇU,4111258,-25.124980543514337,-49.4907117489335,88285
ITAÚNA DO SUL,4111308,-22.728870135963202,-52.89824542187204,86479
IVAÍ,4111407,-24.987153664696244,-50.860046802491986,85286
IVAIPORÃ,4111506,-24.28242261758777,-51.62930792447837,86495
IVATÉ,4111555,-23.354063988798817,-53.42433796591856,86517
IVATUBA,4111605,-23.598617375986148,-52.17702511492296,86533
JABOTI,4111704,-23.7181734629104,-50.07986358845962,88404
JACAREZINHO,4111803,-23.15063998018714,-49.947318215327655,85448
JAGUAPITÃ,4111902,-23.064913379293863,-51.5565130271014,84930
JAGUARIAÍVA,4112009,-24.33101532887359,-49.70500640667085,86550
JANDAIA DO SUL,4112108,-23.62779768440906,-51.68514780438859,86576
JANIÓPOLIS,4112207,-24.128422454034176,-52.81123977911764,86029
JAPIRA,4112306,-23.73311590731224,-50.163095809861495,88366
JAPURÁ,4112405,-23.43882874903397,-52.5411858923331,86592
JARDIM ALEGRE,4112504,-24.20616104494836,-51.7691865095405,86614
JARDIM OLINDA,4112603,-22.57385340218996,-52.07958338128628,88242
JATAIZINHO,4112702,-23.25102507036089,-50.92437419785135,86630
JESUÍTAS,4112751,-24.413909616561146,-53.41005858730261,86657
JOAQUIM TÁVORA,4112801,-23.457456092031112,-49.910504540308935,89222
JUNDIAÍ DO SUL,4112900,-23.473549224878678,-50.23240540495266,98272
JURANDA,4112959,-24.399669630990076,-52.83727284274292,86673
JUSSARA,4113007,-23.63679627285124,-52.4479112929861,86690
KALORÉ,4113106,-23.857388906692577,-51.68996011369921,86720
LAPA,4113205,-25.77055555889713,-49.871048636182145,86711
LARANJAL,4113254,-24.902017628027878,-52.49015564166792,86738
LARANJEIRAS DO SUL,4113304,-25.34651115208569,-52.38131811473709,86746
LEÓPOLIS,4113403,-23.026215499271284,-50.711391276526925,86770
LIDIANÓPOLIS,4113429,-24.0870976609122,-51.639241443932235,86797
LINDOESTE,4113452,-25.260987214454946,-53.558699033348816,85502
LOANDA,4113502,-22.949093829240645,-53.071224625863906,86819
LOBATO,4113601,-22.981686368430108,-51.98685734106762,86762
LONDRINA,4113700,-23.51426955104506,-51.11039467012709,86789
LUIZIANA,4113734,-24.34927726983553,-52.33118415974434,86835
LUNARDELLI,4113759,-24.08014601897225,-51.77086627895622,84867
LUPIONÓPOLIS,4113809,-22.727977207482468,-51.664569269512775,86851
MALLET,4113908,-25.880992509726983,-50.858512065302534,86878
MAMBORÊ,4114005,-24.361016160279625,-52.588855785953825,86894
MANDAGUAÇU,4114104,-23.278749548209877,-52.055985981145724,85189
MANDAGUARI,4114203,-23.482302602337786,-51.706421433416395,86398
MANDIRITUBA,4114302,-25.841898265985265,-49.32212991873504,88323
MANFRINÓPOLIS,4114351,-26.095172483839665,-53.34537681997488,86916
MANGUEIRINHA,4114401,-26.03330379395689,-52.209119186903784,86800
MANOEL RIBAS,4114500,-24.4890869157022,-51.63997821014221,86959
MARECHAL CÂNDIDO RONDON,4114609,-24.57178189113837,-54.137371646063926,84972
MARIA HELENA,4114708,-23.58240969965005,-53.22137749261911,86975
MARIALVA,4114807,-23.52996617066885,-51.8669696954269,86991
MARILÂNDIA DO SUL,4114906,-23.773267763334605,-51.28357782957329,84964
MARILENA,4115002,-22.73282307365352,-53.0643890395607,87017
MARILUZ,4115101,-24.05369837526827,-53.210807483133486,87033
MARINGÁ,4115200,-23.40055912373544,-51.96779064332625,87050
MARIÓPOLIS,4115309,-26.336252505680967,-52.58069033520674,87076
MARIPÁ,4115358,-24.444708298917213,-53.79154607433375,85685
MARMELEIRO,4115408,-26.24636629552442,-53.09292413433914,85782
MARQUINHO,4115457,-25.101191304385964,-52.252682370326966,87092
MARUMBI,4115507,-23.754275742892972,-51.6598535634045,86827
MATELÂNDIA,4115606,-25.350889760636743,-53.90639234170159,84999
MATINHOS,4115705,-25.76160887884469,-48.5545416239371,85243
MATO RICO,4115739,-24.701674766556877,-52.21242694672833,87114
MAUÁ DA SERRA,4115754,-23.910750423724323,-51.180761028811375,88382
MEDIANEIRA,4115804,-25.26298352206539,-54.09161586137553,85901
MERCEDES,4115853,-24.433511745438004,-54.18664676441367,86843
MIRADOR,4115903,-23.202351149817318,-52.74602487956082,87130
MIRASELVA,4116000,-22.97288047198192,-51.48500135844826,89249
MISSAL,4116059,-25.095625325495053,-54.24121081477973,87157
MOREIRA SALES,4116109,-24.0242483120116,-53.00572879450999,85626
MORRETES,4116208,-25.51828766944905,-48.85610017141983,87173
MUNHOZ DE MELO,4116307,-23.130307009204717,-51.73476761270399,84786
NOSSA SENHORA DAS GRAÇAS,4116406,-22.91391824983689,-51.7982656321186,89265
NOVA ALIANÇA DO IVAÍ,4116505,-23.169703749633626,-52.61033603750292,87190
NOVA AMÉRICA DA COLINA,4116604,-23.345243506014,-50.706718583198175,87211
NOVA AURORA,4116703,-24.50254259319922,-53.2771122910352,87238
NOVA CANTU,4116802,-24.659202854216627,-52.558802400125025,84905
NOVA ESPERANÇA,4116901,-23.19135524400939,-52.25103805438936,88587
NOVA ESPERANÇA DO SUDOESTE,4116950,-25.89869885703993,-53.25781674865029,98299
NOVA FÁTIMA,4117008,-23.418479598743392,-50.5384167221973,87254
NOVA LARANJEIRAS,4117057,-25.22552978436662,-52.574402681320066,89281
NOVA LONDRINA,4117107,-22.78682697531575,-52.95487503076581,86886
NOVA OLÍMPIA,4117206,-23.42685283498627,-53.07214027117697,87270
NOVA SANTA BÁRBARA,4117214,-23.593271806203337,-50.742960576701634,85260
NOVA SANTA ROSA,4117222,-24.44023450017161,-53.958533645768824,87297
NOVA PRATA DO IGUAÇU,4117255,-25.59070471514617,-53.378437805464586,86860
NOVA TEBAS,4117271,-24.45900905387191,-51.943989589094436,87319
NOVO ITACOLOMI,4117297,-23.78014631779893,-51.532267015696284,87335
ORTIGUEIRA,4117305,-24.13527210218637,-50.946816661290576,86908
OURIZONA,4117404,-23.459998316764413,-52.231468163313245,86924
OURO VERDE DO OESTE,4117453,-24.793563312786546,-53.90935686596834,88447
PAIÇANDU,4117503,-23.46506765563137,-52.12237617402192,87351
PALMAS,4117602,-26.451091045304928,-51.81439399445243,88943
PALMEIRA,4117701,-25.44266522877529,-50.05786180143539,86940
PALMITAL,4117800,-24.876090092224132,-52.26561392966734,86967
PALOTINA,4117909,-24.27476844788382,-53.82407260598151,86983
PARAÍSO DO NORTE,4118006,-23.268314808155274,-52.63530250194085,87378
PARANACITY,4118105,-22.847084235536183,-52.144350394127464,87394
PARANAGUÁ,4118204,-25.526475584465466,-48.51751305000779,87009
PARANAPOEMA,4118303,-22.66060206926546,-52.102328769461536,87416
PARANAVAÍ,4118402,-22.921345816710385,-52.51061761903841,88820
PATO BRAGADO,4118451,-24.634171328111595,-54.24794484402154,87432
PATO BRANCO,4118501,-26.168968475836657,-52.662740501685455,87025
PAULA FREITAS,4118600,-26.177250005188554,-50.8609165292661,87041
PAULO FRONTIN,4118709,-26.060848401660465,-50.74815082350694,89303
PEABIRU,4118808,-23.93121929702751,-52.32658485690363,87459
PEROBAL,4118857,-23.9224629932697,-53.36531380309204,87068
PÉROLA,4118907,-23.830952001263885,-53.70709315338097,87475
PÉROLA D'OESTE,4119004,-25.84983006543677,-53.758607165832004,85820
PIÊN,4119103,-26.090355246648677,-49.45353339421608,88803
PINHAIS,4119152,-25.41974337604922,-49.155639380480615,87084
PINHALÃO,4119202,-23.903444912957273,-50.06168089688318,87491
PINHAL DE SÃO BENTO,4119251,-26.016074553050785,-53.47719610803134,87106
PINHÃO,4119301,-25.785402262924517,-51.63233042293764,87122
PIRAÍ DO SUL,4119400,-24.47019633813493,-49.93728356310886,86185
PIRAQUARA,4119509,-25.47226600531779,-49.05280827310202,87149
PITANGA,4119608,-24.691042470105423,-51.780359381921166,87513
PITANGUEIRAS,4119657,-23.20911830454259,-51.57177425699581,87530
PLANALTINA DO PARANÁ,4119707,-23.091612687466803,-52.93452144547265,88544
PLANALTO,4119806,-25.737503642094673,-53.7078448804834,87165
PONTA GROSSA,4119905,-25.13967101811561,-50.08065763119727,87556
PONTAL DO PARANÁ,4119954,-25.636955426722498,-48.47519142055492,87181
PORECATU,4120002,-22.742405657518802,-51.410100598511455,87572
PORTO AMAZONAS,4120101,-25.529996052451054,-49.89549016805014,86169
PORTO BARREIRO,4120150,-25.584655138603505,-52.38246160625862,87599
PORTO RICO,4120200,-22.83318672037645,-53.31364366353228,87610
PORTO VITÓRIA,4120309,-26.228077059090207,-51.222549056591006,87203
PRADO FERREIRA,4120333,-23.025735969143177,-51.4008011044734,87637
PRANCHITA,4120358,-25.966098937797394,-53.72137759739731,88226
PRESIDENTE CASTELO BRANCO,4120408,-23.263402601160394,-52.149121928111285,85120
PRIMEIRO DE MAIO,4120507,-22.862401147547306,-51.07405251531061,84816
PRUDENTÓPOLIS,4120606,-25.12895239321216,-51.09757158685219,87220
QUARTO CENTENÁRIO,4120655,-24.30312514383691,-53.15531014356924,87653
QUATIGUÁ,4120705,-23.56223568533885,-49.932041686051576,87670
QUATRO BARRAS,4120804,-25.36881764008652,-48.994736441266575,87696
QUATRO PONTES,4120853,-24.57112785186701,-53.97596286554846,88560
QUEDAS DO IGUAÇU,4120903,-25.45702937561515,-52.95526548168382,84751
QUERÊNCIA DO NORTE,4121000,-23.0423791507997,-53.52134791516103,87246
QUINTA DO SOL,4121109,-23.829733957511746,-52.14021436024024,87262
QUITANDINHA,4121208,-25.910507413085853,-49.48109669367325,88684
RAMILÂNDIA,4121257,-25.09446105169248,-54.076059376162604,87718
RANCHO ALEGRE,4121307,-23.080047194675466,-50.91959991496008,87289
RANCHO ALEGRE D'OESTE,4121356,-24.290315046919176,-52.961024045615005,87300
REALEZA,4121406,-25.674361686615327,-53.54322369246293,89320
REBOUÇAS,4121505,-25.658350601289055,-50.62092191692575,87734
RENASCENÇA,4121604,-26.225127843046646,-52.95129119940041,87750
RESERVA,4121703,-24.595734925051808,-50.95636070823861,89672
RESERVA DO IGUAÇU,4121752,-25.867747615158386,-51.9636755111684,87777
RIBEIRÃO CLARO,4121802,-23.26169628327209,-49.76290589622838,87793
RIBEIRÃO DO PINHAL,4121901,-23.448421262839783,-50.37393384120365,87815
RIO AZUL,4122008,-25.721119860657176,-50.79223075476638,84980
RIO BOM,4122107,-23.797459375152844,-51.43339539898219,87831
RIO BONITO DO IGUAÇU,4122156,-25.5463486480907,-52.609101685909344,85987
RIO BRANCO DO IVAÍ,4122172,-24.346528057069484,-51.33345471482091,87327
RIO BRANCO DO SUL,4122206,-25.076813285430468,-49.34749256103966,98256
RIO NEGRO,4122305,-26.094694931889485,-49.684230248975496,88889
ROLÂNDIA,4122404,-23.27127720609909,-51.409193514513035,87343
RONCADOR,4122503,-24.565808705689925,-52.26095134991165,87858
RONDON,4122602,-23.477495467994967,-52.804408340270946,89346
ROSÁRIO DO IVAÍ,4122651,-24.31574215647398,-51.20296276851658,85146
SABÁUDIA,4122701,-23.34896396610091,-51.58445047476386,89567
SALGADO FILHO,4122800,-26.141191353177884,-53.41527501904204,87874
SALTO DO ITARARÉ,4122909,-23.63102586875081,-49.68279667575711,87890
SALTO DO LONTRA,4123006,-25.77521960446332,-53.28737387465443,87912
SANTA AMÉLIA,4123105,-23.25889132595193,-50.409835544072244,87360
SANTA CECÍLIA DO PAVÃO,4123204,-23.543840158358087,-50.7972378696723,85340
SANTA CRUZ DE MONTE CASTELO,4123303,-23.085070051901077,-53.3627519891234,89362
SANTA FÉ,4123402,-23.062965053738388,-51.83860404637557,87386
SANTA HELENA,4123501,-24.888612085004787,-54.30603651261429,87408
SANTA INÊS,4123600,-22.70343808996304,-51.903155326134154,87939
SANTA ISABEL DO IVAÍ,4123709,-23.11416856390473,-53.240574615527144,89540
SANTA IZABEL DO OESTE,4123808,-25.783799145782925,-53.42355976112693,84778
SANTA LÚCIA,4123824,-25.38928418811687,-53.552857154033184,87955
SANTA MARIA DO OESTE,4123857,-24.91075199452753,-51.926328912854345,87971
SANTA MARIANA,4123907,-23.06080765951972,-50.53869143620517,86126
SANTA MÔNICA,4123956,-23.154332757843445,-53.10906830200759,87424
SANTANA DO ITARARÉ,4124004,-23.75066149331075,-49.632678409689646,87440
SANTA TEREZA DO OESTE,4124020,-25.03635021028685,-53.60621161260078,87998
SANTA TEREZINHA DE ITAIPU,4124053,-25.45645168088296,-54.42750897021017,88013
SANTO ANTÔNIO DA PLATINA,4124103,-23.29675353684289,-50.085004478784896,88030
SANTO ANTÔNIO DO CAIUÁ,4124202,-22.698918926610283,-52.35639265865695,87467
SANTO ANTÔNIO DO PARAÍSO,4124301,-23.58072377834955,-50.63031555359108,87483
SANTO ANTÔNIO DO SUDOESTE,4124400,-26.066359208177953,-53.633214653613045,88056
SANTO INÁCIO,4124509,-22.72508430830829,-51.80872039279495,85421
SÃO CARLOS DO IVAÍ,4124608,-23.34224814133796,-52.48048518256735,87505
SÃO JERÔNIMO DA SERRA,4124707,-23.71609316984621,-50.77843319449447,84760
SÃO JOÃO,4124806,-25.77353037876225,-52.79281221180764,85405
SÃO JOÃO DO CAIUÁ,4124905,-22.838098159909872,-52.33069870651836,88072
SÃO JOÃO DO IVAÍ,4125001,-23.99266695523672,-51.847914233000964,88099
SÃO JOÃO DO TRIUNFO,4125100,-25.670116275748633,-50.28693554437825,89389
SÃO JORGE D'OESTE,4125209,-25.656043288310922,-52.93986962043517,87521
SÃO JORGE DO IVAÍ,4125308,-23.435134201642718,-52.31670975908621,84875
SÃO JORGE DO PATROCÍNIO,4125357,-23.738658373907647,-53.94760279473348,88110
SÃO JOSÉ DA BOA VISTA,4125407,-23.95859914421677,-49.67150470807022,85766
SÃO JOSÉ DAS PALMEIRAS,4125456,-24.81568460148504,-54.119468323761474,88137
SÃO JOSÉ DOS PINHAIS,4125506,-25.664272280507856,-49.09530031013054,87548
SÃO MANOEL DO PARANÁ,4125555,-23.372157689350203,-52.61234330836443,88153
SÃO MATEUS DO SUL,4125605,-25.90797909453564,-50.44189603750606,88170
SÃO MIGUEL DO IGUAÇU,4125704,-25.38719922639429,-54.26204619706693,85740
SÃO PEDRO DO IGUAÇU,4125753,-24.906323307940074,-53.89146267518082,88196
SÃO PEDRO DO IVAÍ,4125803,-23.84556336487784,-51.87200371321082,88218
SÃO PEDRO DO PARANÁ,4125902,-22.78466934390459,-53.18111223155146,89400
SÃO SEBASTIÃO DA AMOREIRA,4126009,-23.455531235984026,-50.72238475209112,88234
SÃO TOMÉ,4126108,-23.524552942282284,-52.53882600565679,88250
SAPOPEMA,4126207,-23.875440558208147,-50.604644141612084,88277
SARANDI,4126256,-23.468715652594966,-51.86723425716756,88293
SAUDADE DO IGUAÇU,4126272,-25.713451766915327,-52.604296087752104,88315
SENGÉS,4126306,-24.24868131765534,-49.45597462112258,87564
SERRANÓPOLIS DO IGUAÇU,4126355,-25.47680501868793,-54.02758347803878,85561
SERTANEJA,4126405,-22.93429776364455,-50.87484841880782,89753
SERTANÓPOLIS,4126504,-23.057464589728788,-51.072018702239646,87580
SIQUEIRA CAMPOS,4126603,-23.63901309760989,-49.79271068739328,88331
SULINA,4126652,-25.693293767675968,-52.71870663416972,88358
TAMARANA,4126678,-23.82252544272625,-51.051872865939856,88374
TAMBOARA,4126702,-23.198543730803053,-52.48385549305768,89247
TAPEJARA,4126801,-23.65831875594193,-52.89038731543413,87602
TAPIRA,4126900,-23.32917955981367,-53.134175042347366,88390
TEIXEIRA SOARES,4127007,-25.313603148786807,-50.408493156906516,89443
TELÊMACO BORBA,4127106,-24.24998903142292,-50.5226423244801,88412
TERRA BOA,4127205,-23.69667387493211,-52.388089513073474,86207
TERRA RICA,4127304,-22.72949800631118,-52.68138677588568,88471
TERRA ROXA,4127403,-24.20841750957598,-54.06263033979885,87629
TIBAGI,4127502,-24.655665770717,-50.46860859519754,88498
TIJUCAS DO SUL,4127601,-25.90170940788321,-49.112617892791604,88439
TOLEDO,4127700,-24.704659204687434,-53.777789787649276,88455
TOMAZINA,4127809,-23.72534672680464,-49.9628983958389,88510
TRÊS BARRAS DO PARANÁ,4127858,-25.438347935238088,-53.22478192447054,88536
TUNAS DO PARANÁ,4127882,-24.95252731648836,-48.9025357351652,88552
TUNEIRAS DO OESTE,4127908,-23.879286761370373,-52.84352761932495,88579
TUPÃSSI,4127957,-24.642391643605126,-53.50919320995045,87645
TURVO,4127965,-25.01157693197232,-51.478039392264535,87661
UBIRATÃ,4128005,-24.50491493434556,-53.0216471015576,88595
UMUARAMA,4128104,-23.679745265634264,-53.4140313287387,88617
UNIÃO DA VITÓRIA,4128203,-26.109559050339843,-51.07479835373642,87688
UNIFLOR,4128302,-23.066970426418337,-52.10946894606945,88633
URAÍ,4128401,-23.215980925922256,-50.82979043249433,84832
WENCESLAU BRAZ,4128500,-23.85543533544208,-49.78427278945609,88650
VENTANIA,4128534,-24.176586242952727,-50.245250567126114,88676
VERA CRUZ DO OESTE,4128559,-25.00815761431822,-53.92050280706884,88692
VERÊ,4128609,-25.875165754317965,-52.95824888205789,88714
ALTO PARAÍSO,4128625,-23.53885569996737,-53.8246375727329,84859
DOUTOR ULYSSES,4128633,-24.626315688519192,-49.39310449387847,87700
VIRMOND,4128658,-25.409232801977648,-52.23609604227197,84794
VITORINO,4128708,-26.280748368955933,-52.80794438698224,87769
XAMBRÊ,4128807,-23.73601514879289,-53.59178581363159,85588
ABDON BATISTA,4200051,-27.583872708715425,-51.05655527172235,85324
ABELARDO LUZ,4200101,-26.56251261149604,-52.25583793136305,87742
AGROLÂNDIA,4200200,-27.454584639261235,-49.824305004625906,88730
AGRONÔMICA,4200309,-27.326923132938518,-49.72021015592927,88757
ÁGUA DOCE,4200408,-26.764719139227616,-51.612155019736996,89460
ÁGUAS DE CHAPECÓ,4200507,-27.054534359446997,-52.95634963987546,87726
ÁGUAS FRIAS,4200556,-26.85221592522355,-52.85271079828082,88773
ÁGUAS MORNAS,4200606,-27.73299531101658,-48.936911843380244,88790
ALFREDO WAGNER,4200705,-27.705834013705363,-49.33136802442264,88811
ALTO BELA VISTA,4200754,-27.422300319499197,-51.92479194528889,88838
ANCHIETA,4200804,-26.533031510143967,-53.33207132797521,88854
ANGELINA,4200903,-27.54312032528648,-49.06768773213589,87785
ANITA GARIBALDI,4201000,-27.730498589825892,-51.0795075179069,85480
ANITÁPOLIS,4201109,-27.88009452395246,-49.13979590620148,88870
ANTÔNIO CARLOS,4201208,-27.497480545817986,-48.831110014425036,88897
APIÚNA,4201257,-27.12367697099976,-49.36423596805542,87807
ARABUTÃ,4201273,-27.141095159582683,-52.18137040274662,89486
ARAQUARI,4201307,-26.461975091604142,-48.75842170979102,87823
ARARANGUÁ,4201406,-28.942083053029442,-49.47149207633192,88919
ARMAZÉM,4201505,-28.23752144002308,-49.01454262774124,88935
ARROIO TRINTA,4201604,-26.92174381632769,-51.3374161129721,88951
ARVOREDO,4201653,-27.07066040787064,-52.44221682721266,88978
ASCURRA,4201703,-26.973629963389676,-49.39557958479578,87840
ATALANTA,4201802,-27.437129590055466,-49.74197791751038,87866
AURORA,4201901,-27.329463296473666,-49.58956656990555,85383
BALNEÁRIO ARROIO DO SILVA,4201950,-29.01896023214848,-49.474700364874465,86754
BALNEÁRIO CAMBORIÚ,4202008,-27.00501934171047,-48.62172157490987,88994
